disease_id,molecular_id,Relationship,source
171,62,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
844,51,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
820,56,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
820,51,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
820,57,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
820,801,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
820,802,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
820,803,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
272,21,Disease_Mapped_To_Gene,NCI_Thesaurus
272,23,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
272,26,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
272,807,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
272,422,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
272,28,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
272,29,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
272,315,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
272,46,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
272,813,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
272,43,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
272,324,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
272,309,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
272,37,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
429,818,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
429,18,Disease_Mapped_To_Gene,NCI_Thesaurus
429,820,Disease_Mapped_To_Gene,NCI_Thesaurus
429,821,Disease_Mapped_To_Gene,NCI_Thesaurus
412,18,Disease_Mapped_To_Gene,NCI_Thesaurus
412,21,Disease_Mapped_To_Gene,NCI_Thesaurus
412,34,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
412,400,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
412,37,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
1266,352,Disease_Mapped_To_Gene,NCI_Thesaurus
1266,828,Disease_Mapped_To_Gene,NCI_Thesaurus
1266,419,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
1266,330,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
1266,421,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
1266,832,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
1266,833,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
1053,834,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
1053,835,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
1053,433,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
1053,837,Disease_Mapped_To_Gene,NCI_Thesaurus
1053,27,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
1053,839,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
1326,563,Disease_Mapped_To_Gene,NCI_Thesaurus
614,18,Disease_Mapped_To_Gene,NCI_Thesaurus
614,21,Disease_Mapped_To_Gene,NCI_Thesaurus
614,348,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
614,34,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
614,37,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
205,517,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
205,342,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
205,31,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
205,522,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
205,850,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
809,1,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
809,2,Disease_Mapped_To_Gene,NCI_Thesaurus
809,3,Disease_Mapped_To_Gene,NCI_Thesaurus
809,4,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
809,5,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
809,6,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
809,7,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
809,8,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
809,9,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
809,10,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
809,11,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
809,12,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
809,13,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
809,14,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
809,15,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
1145,457,Disease_Mapped_To_Gene,NCI_Thesaurus
1145,458,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
875,333,Disease_Has_Cytogenetic_Abnormality,NCI_Thesaurus
875,56,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
875,51,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
875,57,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
890,56,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
890,51,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
890,57,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
890,38,Disease_Mapped_To_Gene,NCI_Thesaurus
890,802,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
890,342,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
890,803,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
890,879,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
890,41,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
890,881,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
855,56,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
855,51,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
855,57,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
855,509,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
855,886,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
855,887,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
855,542,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
1161,21,Disease_Mapped_To_Gene,NCI_Thesaurus
1161,21,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
1161,307,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
1161,308,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
435,37,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
894,56,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
894,51,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
894,57,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
894,897,Disease_Mapped_To_Gene,NCI_Thesaurus
894,898,Disease_Mapped_To_Gene,NCI_Thesaurus
894,899,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
894,900,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
894,887,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
894,542,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
894,903,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
894,897,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
894,898,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
894,906,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
297,17,Disease_Mapped_To_Gene,NCI_Thesaurus
297,18,Disease_Mapped_To_Gene,NCI_Thesaurus
297,19,Disease_Mapped_To_Gene,NCI_Thesaurus
297,20,Disease_Mapped_To_Gene,NCI_Thesaurus
297,21,Disease_Mapped_To_Gene,NCI_Thesaurus
297,22,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
297,23,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
297,24,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
297,25,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
297,26,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
297,27,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
297,28,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
297,29,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
297,30,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
297,31,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
297,32,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
297,6,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
297,34,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
297,35,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
297,36,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
297,37,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
606,21,Disease_Mapped_To_Gene,NCI_Thesaurus
525,21,Disease_Mapped_To_Gene,NCI_Thesaurus
805,56,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
805,51,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
805,57,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
805,406,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
805,594,Disease_Mapped_To_Gene,NCI_Thesaurus
805,595,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
805,596,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
805,597,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
805,594,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
805,939,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
845,56,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
845,51,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
845,57,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
845,406,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
845,594,Disease_Mapped_To_Gene,NCI_Thesaurus
845,595,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
845,596,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
845,597,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
845,594,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
845,939,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
847,56,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
847,51,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
847,57,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
847,406,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
847,594,Disease_Mapped_To_Gene,NCI_Thesaurus
847,595,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
847,596,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
847,597,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
583,422,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
583,43,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
232,311,Disease_Mapped_To_Gene,NCI_Thesaurus
232,312,Disease_Mapped_To_Gene,NCI_Thesaurus
232,20,Disease_Mapped_To_Gene,NCI_Thesaurus
232,21,Disease_Mapped_To_Gene,NCI_Thesaurus
232,315,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
232,316,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
232,966,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
232,35,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
232,318,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
232,37,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
714,970,Disease_Mapped_To_Gene,NCI_Thesaurus
714,971,Disease_Mapped_To_Gene,NCI_Thesaurus
714,972,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
714,973,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
714,974,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
714,970,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
714,971,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
714,977,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
1194,978,Disease_Mapped_To_Gene,NCI_Thesaurus
1028,415,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
1028,96,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
1028,330,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
1028,354,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
1028,406,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
1028,839,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
1195,985,Disease_Mapped_To_Gene,NCI_Thesaurus
1196,985,Disease_Mapped_To_Gene,NCI_Thesaurus
1197,985,Disease_Mapped_To_Gene,NCI_Thesaurus
696,985,Disease_Mapped_To_Gene,NCI_Thesaurus
1183,300,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
865,51,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
865,55,Disease_Mapped_To_Gene,NCI_Thesaurus
865,509,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
865,510,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
865,511,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
865,512,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
865,56,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
865,57,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
1184,978,Disease_Mapped_To_Gene,NCI_Thesaurus
221,999,Disease_Mapped_To_Gene,NCI_Thesaurus
221,594,Disease_Mapped_To_Gene,NCI_Thesaurus
221,21,Disease_Mapped_To_Gene,NCI_Thesaurus
221,43,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
221,324,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
221,406,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
221,37,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
180,999,Disease_Mapped_To_Gene,NCI_Thesaurus
180,594,Disease_Mapped_To_Gene,NCI_Thesaurus
180,21,Disease_Mapped_To_Gene,NCI_Thesaurus
180,43,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
180,324,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
180,406,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
180,37,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
386,999,Disease_Mapped_To_Gene,NCI_Thesaurus
386,594,Disease_Mapped_To_Gene,NCI_Thesaurus
386,21,Disease_Mapped_To_Gene,NCI_Thesaurus
386,43,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
386,324,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
386,406,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
386,37,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
464,999,Disease_Mapped_To_Gene,NCI_Thesaurus
464,594,Disease_Mapped_To_Gene,NCI_Thesaurus
464,21,Disease_Mapped_To_Gene,NCI_Thesaurus
464,43,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
464,324,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
464,406,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
464,37,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
464,999,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
464,1028,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
464,594,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
464,939,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
464,21,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
464,307,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
464,308,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
465,999,Disease_Mapped_To_Gene,NCI_Thesaurus
465,594,Disease_Mapped_To_Gene,NCI_Thesaurus
465,21,Disease_Mapped_To_Gene,NCI_Thesaurus
465,43,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
465,324,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
465,406,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
465,37,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
451,999,Disease_Mapped_To_Gene,NCI_Thesaurus
451,594,Disease_Mapped_To_Gene,NCI_Thesaurus
451,21,Disease_Mapped_To_Gene,NCI_Thesaurus
451,1044,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
451,422,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
451,43,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
451,324,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
451,406,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
451,37,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
466,999,Disease_Mapped_To_Gene,NCI_Thesaurus
466,594,Disease_Mapped_To_Gene,NCI_Thesaurus
466,21,Disease_Mapped_To_Gene,NCI_Thesaurus
466,1044,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
466,422,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
466,43,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
466,324,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
466,406,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
466,37,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
898,56,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
898,51,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
898,57,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
898,509,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
898,886,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
898,887,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
898,542,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
1114,802,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
1114,518,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
1114,1068,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
1114,1069,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
1114,516,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
1114,1071,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
1114,30,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
1114,32,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
1114,1074,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
1114,433,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
699,334,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
699,1077,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
699,1078,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
699,516,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
699,1071,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
699,1081,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
699,1082,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
699,1083,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
1224,413,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
1224,414,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
1224,415,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
1224,22,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
1224,23,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
1224,329,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
1224,419,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
1224,330,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
1224,421,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
1224,422,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
1224,423,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
698,334,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
698,1077,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
698,1078,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
698,516,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
698,1071,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
698,1081,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
698,1082,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
698,1083,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
335,1103,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
335,516,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
335,1071,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
335,341,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
335,1107,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
335,1108,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
335,430,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
335,6,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
335,1111,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
806,1112,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
806,92,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
806,27,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
806,601,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
806,1116,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
806,1117,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
703,56,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
703,51,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
703,57,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
704,56,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
704,51,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
704,57,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
704,802,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
705,56,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
705,51,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
705,57,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
705,1128,Disease_Mapped_To_Gene,NCI_Thesaurus
705,1129,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
705,802,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
705,1131,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
705,1132,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
705,1133,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
705,1134,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
705,879,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
705,1136,Disease_May_Have_Molecular_Abnormality,NCI_Thesaurus
705,1128,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
705,1138,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
706,56,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
706,51,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
706,57,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
706,1142,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
706,1143,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
706,1144,Disease_Mapped_To_Gene,NCI_Thesaurus
706,1129,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
706,1131,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
706,1144,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
706,1148,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
702,56,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
702,51,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
702,57,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
707,56,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
707,51,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
707,57,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
707,802,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
709,56,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
709,51,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
709,57,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
709,1142,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
709,1143,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
709,1129,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
709,1131,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
807,1,Disease_Has_Molecular_Abnormality,NCI_Thesaurus
807,2,Disease_Mapped_To_Gene,NCI_Thesaurus
807,3,Disease_Mapped_To_Gene,NCI_Thesaurus
807,2,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
807,747,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
807,3,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
807,749,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
807,750,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
807,751,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
807,752,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
807,753,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
807,754,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
807,755,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
807,756,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
807,757,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
807,758,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
807,759,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
807,760,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
807,761,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
807,762,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
807,763,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
807,764,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
807,765,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
807,766,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
807,767,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
807,768,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
807,769,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
807,770,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
807,771,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
807,772,Disease_Pathogenesis_Involves_Gene,NCI_Thesaurus
1001,92,Disease_May_Have_Cytogenetic_Abnormality,NCI_Thesaurus
