"Code","Preferred Term","Relationship","Code2","Preferred Term2"
"C9110","Blast Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive","Disease_May_Have_Cytogenetic_Abnormality","C28452","Philadelphia Chromosome"
"C9110","Blast Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive","Disease_May_Have_Cytogenetic_Abnormality","C36606","t(3;21)(q26;q22)"
"C9110","Blast Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive","Disease_May_Have_Cytogenetic_Abnormality","C13271","t(9;22)(q34.1;q11.2)"
"C9110","Blast Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive","Disease_May_Have_Cytogenetic_Abnormality","C36396","Trisomy 8"
"C9110","Blast Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive","Disease_May_Have_Molecular_Abnormality","C41074","EVI1-AML1 Fusion Protein Expression"
"C9110","Blast Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive","Disease_May_Have_Molecular_Abnormality","C36714","p190 Fusion Protein Expression"
"C9110","Blast Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive","Disease_May_Have_Molecular_Abnormality","C36712","p210 Fusion Protein Expression"
"C9110","Blast Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive","Disease_May_Have_Molecular_Abnormality","C36713","p230 Fusion Protein Expression"
"C9147","Blastema Predominant Kidney Wilms Tumor","Disease_Mapped_To_Gene","C18262","WT1 Gene"
"C9147","Blastema Predominant Kidney Wilms Tumor","Disease_May_Have_Molecular_Abnormality","C36684","WT1 Gene Inactivation"
"C37209","Blastoid Follicular Lymphoma","Disease_Has_Cytogenetic_Abnormality","C36467","Gain of Chromosome 18"
"C37209","Blastoid Follicular Lymphoma","Disease_Has_Molecular_Abnormality","C36444","Clonal Immunoglobulin Heavy Chain Gene Rearrangement"
"C37209","Blastoid Follicular Lymphoma","Disease_Has_Molecular_Abnormality","C36451","Clonal Immunoglobulin Kappa Light Chain Gene Rearrangement"
"C37209","Blastoid Follicular Lymphoma","Disease_Has_Molecular_Abnormality","C36452","Clonal Immunoglobulin Lambda Light Chain Gene Rearrangement"
"C7229","Blastoid Variant Mantle Cell Lymphoma","Disease_Has_Molecular_Abnormality","C36444","Clonal Immunoglobulin Heavy Chain Gene Rearrangement"
"C7229","Blastoid Variant Mantle Cell Lymphoma","Disease_Has_Molecular_Abnormality","C36451","Clonal Immunoglobulin Kappa Light Chain Gene Rearrangement"
"C7229","Blastoid Variant Mantle Cell Lymphoma","Disease_Has_Molecular_Abnormality","C36452","Clonal Immunoglobulin Lambda Light Chain Gene Rearrangement"
"C7229","Blastoid Variant Mantle Cell Lymphoma","Disease_Mapped_To_Gene","C18021","CCND1 Gene"
"C7229","Blastoid Variant Mantle Cell Lymphoma","Disease_May_Have_Cytogenetic_Abnormality","C36421","del(13q14)"
"C7229","Blastoid Variant Mantle Cell Lymphoma","Disease_May_Have_Cytogenetic_Abnormality","C36499","Loss of Chromosome 17p"
"C7229","Blastoid Variant Mantle Cell Lymphoma","Disease_May_Have_Cytogenetic_Abnormality","C27490","t(11;14)(q13;q32)"
"C7229","Blastoid Variant Mantle Cell Lymphoma","Disease_May_Have_Cytogenetic_Abnormality","C36420","Trisomy 12"
"C7229","Blastoid Variant Mantle Cell Lymphoma","Disease_May_Have_Molecular_Abnormality","C36485","CCND1 Protein Overexpression"
"C7229","Blastoid Variant Mantle Cell Lymphoma","Disease_May_Have_Molecular_Abnormality","C27714","Clonal CCND1 Gene Rearrangement"
"C45163","Borrelia Burgdoferi-Associated Cutaneous Marginal Zone Lymphoma of Mucosa-Associated Lymphoid Tissue","Disease_Has_Molecular_Abnormality","C36444","Clonal Immunoglobulin Heavy Chain Gene Rearrangement"
"C45163","Borrelia Burgdoferi-Associated Cutaneous Marginal Zone Lymphoma of Mucosa-Associated Lymphoid Tissue","Disease_Has_Molecular_Abnormality","C36451","Clonal Immunoglobulin Kappa Light Chain Gene Rearrangement"
"C45163","Borrelia Burgdoferi-Associated Cutaneous Marginal Zone Lymphoma of Mucosa-Associated Lymphoid Tissue","Disease_Has_Molecular_Abnormality","C36452","Clonal Immunoglobulin Lambda Light Chain Gene Rearrangement"
"C45163","Borrelia Burgdoferi-Associated Cutaneous Marginal Zone Lymphoma of Mucosa-Associated Lymphoid Tissue","Disease_May_Have_Cytogenetic_Abnormality","C27213","t(14;18)(q32;q21)"
"C45163","Borrelia Burgdoferi-Associated Cutaneous Marginal Zone Lymphoma of Mucosa-Associated Lymphoid Tissue","Disease_May_Have_Cytogenetic_Abnormality","C44521","t(3;14)(p14.1;q32)"
"C45163","Borrelia Burgdoferi-Associated Cutaneous Marginal Zone Lymphoma of Mucosa-Associated Lymphoid Tissue","Disease_May_Have_Cytogenetic_Abnormality","C36626","Trisomy 18"
"C45163","Borrelia Burgdoferi-Associated Cutaneous Marginal Zone Lymphoma of Mucosa-Associated Lymphoid Tissue","Disease_May_Have_Cytogenetic_Abnormality","C36425","Trisomy 3"
"C8374","Bowenoid Papulosis","Disease_Mapped_To_Gene","C17359","TP53 Gene"
"C8374","Bowenoid Papulosis","Disease_Pathogenesis_Involves_Gene","C17359","TP53 Gene"
"C8374","Bowenoid Papulosis","Disease_Pathogenesis_Involves_Gene","C52271","TP53 wt Allele"
"C8374","Bowenoid Papulosis","Disease_Pathogenesis_Involves_Gene","C97240","TP53*1 Allele"
"C6760","Breast Small Cell Carcinoma","Disease_May_Have_Molecular_Abnormality","C36329","TP53 Gene Inactivation"
"C5264","Bronchial Mucosa-Associated Lymphoid Tissue Lymphoma","Disease_Has_Molecular_Abnormality","C36444","Clonal Immunoglobulin Heavy Chain Gene Rearrangement"
"C5264","Bronchial Mucosa-Associated Lymphoid Tissue Lymphoma","Disease_Has_Molecular_Abnormality","C36451","Clonal Immunoglobulin Kappa Light Chain Gene Rearrangement"
"C5264","Bronchial Mucosa-Associated Lymphoid Tissue Lymphoma","Disease_Has_Molecular_Abnormality","C36452","Clonal Immunoglobulin Lambda Light Chain Gene Rearrangement"
"C5264","Bronchial Mucosa-Associated Lymphoid Tissue Lymphoma","Disease_Mapped_To_Gene","C99875","BIRC3/MALT1 Fusion Gene"
"C5264","Bronchial Mucosa-Associated Lymphoid Tissue Lymphoma","Disease_Mapped_To_Gene","C60671","MALT1 Gene"
"C5264","Bronchial Mucosa-Associated Lymphoid Tissue Lymphoma","Disease_May_Have_Cytogenetic_Abnormality","C27713","t(11;18)(q21;q21)"
"C5264","Bronchial Mucosa-Associated Lymphoid Tissue Lymphoma","Disease_May_Have_Cytogenetic_Abnormality","C27751","t(1;14)(p22;q32)"
"C5264","Bronchial Mucosa-Associated Lymphoid Tissue Lymphoma","Disease_May_Have_Cytogenetic_Abnormality","C36626","Trisomy 18"
"C5264","Bronchial Mucosa-Associated Lymphoid Tissue Lymphoma","Disease_May_Have_Cytogenetic_Abnormality","C36425","Trisomy 3"
"C5264","Bronchial Mucosa-Associated Lymphoid Tissue Lymphoma","Disease_May_Have_Molecular_Abnormality","C38459","API2-MLT Fusion Protein Expression"
"C5264","Bronchial Mucosa-Associated Lymphoid Tissue Lymphoma","Disease_Pathogenesis_Involves_Gene","C99875","BIRC3/MALT1 Fusion Gene"
"C5264","Bronchial Mucosa-Associated Lymphoid Tissue Lymphoma","Disease_Pathogenesis_Involves_Gene","C60671","MALT1 Gene"
"C5264","Bronchial Mucosa-Associated Lymphoid Tissue Lymphoma","Disease_Pathogenesis_Involves_Gene","C60672","MALT1 wt Allele"
"C2923","Bronchioloalveolar Carcinoma","Disease_Mapped_To_Gene","C38184","ALK Gene"
"C2923","Bronchioloalveolar Carcinoma","Disease_Mapped_To_Gene","C17757","EGFR Gene"
"C2923","Bronchioloalveolar Carcinoma","Disease_Mapped_To_Gene","C99724","EML4/ALK Fusion Gene"
"C2923","Bronchioloalveolar Carcinoma","Disease_Mapped_To_Gene","C25785","KRAS Gene"
"C2923","Bronchioloalveolar Carcinoma","Disease_Mapped_To_Gene","C17359","TP53 Gene"
"C2923","Bronchioloalveolar Carcinoma","Disease_May_Have_Cytogenetic_Abnormality","C36482","Gain of Chromosome 1q"
"C2923","Bronchioloalveolar Carcinoma","Disease_May_Have_Cytogenetic_Abnormality","C36480","Gain of Chromosome 20q"
"C2923","Bronchioloalveolar Carcinoma","Disease_May_Have_Cytogenetic_Abnormality","C45566","Gain of Chromosome 3q24-qter"
"C2923","Bronchioloalveolar Carcinoma","Disease_May_Have_Cytogenetic_Abnormality","C36489","Gain of Chromosome 5p"
"C2923","Bronchioloalveolar Carcinoma","Disease_May_Have_Cytogenetic_Abnormality","C36488","Gain of Chromosome 8q"
"C2923","Bronchioloalveolar Carcinoma","Disease_May_Have_Cytogenetic_Abnormality","C36497","Loss of Chromosome 13q"
"C2923","Bronchioloalveolar Carcinoma","Disease_May_Have_Cytogenetic_Abnormality","C36667","Loss of Chromosome 4q"
"C2923","Bronchioloalveolar Carcinoma","Disease_May_Have_Cytogenetic_Abnormality","C27712","Loss of Chromosome 5q"
"C2923","Bronchioloalveolar Carcinoma","Disease_May_Have_Cytogenetic_Abnormality","C36583","Loss of Chromosome 6q"
"C2923","Bronchioloalveolar Carcinoma","Disease_May_Have_Cytogenetic_Abnormality","C36503","Loss of Chromosome 8p"
"C2923","Bronchioloalveolar Carcinoma","Disease_May_Have_Cytogenetic_Abnormality","C36584","Loss of Chromosome 9"
"C2923","Bronchioloalveolar Carcinoma","Disease_May_Have_Cytogenetic_Abnormality","C36599","Loss of Chromosome Y"
"C2923","Bronchioloalveolar Carcinoma","Disease_May_Have_Molecular_Abnormality","C98357","EGFR Gene Mutation"
"C2923","Bronchioloalveolar Carcinoma","Disease_May_Have_Molecular_Abnormality","C36665","KRAS2 Gene Amplification"
"C2923","Bronchioloalveolar Carcinoma","Disease_May_Have_Molecular_Abnormality","C36695","LKB1 Gene Inactivation"
"C2923","Bronchioloalveolar Carcinoma","Disease_May_Have_Molecular_Abnormality","C36329","TP53 Gene Inactivation"
"C35875","Bronchogenic Carcinoma","Disease_Mapped_To_Gene","C17359","TP53 Gene"
"C4040","Buccal Mucosa Squamous Cell Carcinoma","Disease_Mapped_To_Gene","C17359","TP53 Gene"
"C7400","Burkitt Leukemia","Disease_Has_Molecular_Abnormality","C36444","Clonal Immunoglobulin Heavy Chain Gene Rearrangement"
"C7400","Burkitt Leukemia","Disease_Has_Molecular_Abnormality","C36451","Clonal Immunoglobulin Kappa Light Chain Gene Rearrangement"
"C7400","Burkitt Leukemia","Disease_Has_Molecular_Abnormality","C36452","Clonal Immunoglobulin Lambda Light Chain Gene Rearrangement"
"C7400","Burkitt Leukemia","Disease_Has_Molecular_Abnormality","C36641","MYC Gene Amplification"
"C7400","Burkitt Leukemia","Disease_Mapped_To_Gene","C16887","MYC Gene"
"C7400","Burkitt Leukemia","Disease_May_Have_Cytogenetic_Abnormality","C27705","t(2;8)(p11;q24)"
"C7400","Burkitt Leukemia","Disease_May_Have_Cytogenetic_Abnormality","C36319","t(8;14)(q24;q32)"
"C7400","Burkitt Leukemia","Disease_May_Have_Cytogenetic_Abnormality","C36321","t(8;22)(q24;q11)"
"C7400","Burkitt Leukemia","Disease_Pathogenesis_Involves_Gene","C16887","MYC Gene"
"C7400","Burkitt Leukemia","Disease_Pathogenesis_Involves_Gene","C53086","MYC wt Allele"
"C2912","Burkitt Lymphoma","Disease_Has_Molecular_Abnormality","C36444","Clonal Immunoglobulin Heavy Chain Gene Rearrangement"
"C2912","Burkitt Lymphoma","Disease_Has_Molecular_Abnormality","C36451","Clonal Immunoglobulin Kappa Light Chain Gene Rearrangement"
"C2912","Burkitt Lymphoma","Disease_Has_Molecular_Abnormality","C36452","Clonal Immunoglobulin Lambda Light Chain Gene Rearrangement"
"C2912","Burkitt Lymphoma","Disease_Has_Molecular_Abnormality","C36641","MYC Gene Amplification"
"C2912","Burkitt Lymphoma","Disease_Mapped_To_Gene","C16887","MYC Gene"
"C2912","Burkitt Lymphoma","Disease_May_Have_Cytogenetic_Abnormality","C27705","t(2;8)(p11;q24)"
"C2912","Burkitt Lymphoma","Disease_May_Have_Cytogenetic_Abnormality","C36319","t(8;14)(q24;q32)"
"C2912","Burkitt Lymphoma","Disease_May_Have_Cytogenetic_Abnormality","C36321","t(8;22)(q24;q11)"
"C2912","Burkitt Lymphoma","Disease_Pathogenesis_Involves_Gene","C16887","MYC Gene"
"C2912","Burkitt Lymphoma","Disease_Pathogenesis_Involves_Gene","C53086","MYC wt Allele"
"C7189","Burkitt Lymphoma with Plasmacytoid Differentiation","Disease_Has_Molecular_Abnormality","C36444","Clonal Immunoglobulin Heavy Chain Gene Rearrangement"
"C7189","Burkitt Lymphoma with Plasmacytoid Differentiation","Disease_Has_Molecular_Abnormality","C36451","Clonal Immunoglobulin Kappa Light Chain Gene Rearrangement"
"C7189","Burkitt Lymphoma with Plasmacytoid Differentiation","Disease_Has_Molecular_Abnormality","C36452","Clonal Immunoglobulin Lambda Light Chain Gene Rearrangement"
"C7189","Burkitt Lymphoma with Plasmacytoid Differentiation","Disease_Has_Molecular_Abnormality","C36641","MYC Gene Amplification"
"C7189","Burkitt Lymphoma with Plasmacytoid Differentiation","Disease_Mapped_To_Gene","C16887","MYC Gene"
"C7189","Burkitt Lymphoma with Plasmacytoid Differentiation","Disease_May_Have_Cytogenetic_Abnormality","C27705","t(2;8)(p11;q24)"
"C7189","Burkitt Lymphoma with Plasmacytoid Differentiation","Disease_May_Have_Cytogenetic_Abnormality","C36319","t(8;14)(q24;q32)"
"C7189","Burkitt Lymphoma with Plasmacytoid Differentiation","Disease_May_Have_Cytogenetic_Abnormality","C36321","t(8;22)(q24;q11)"
"C6194","Carcinoma of the Collecting Ducts of Bellini","Disease_May_Have_Cytogenetic_Abnormality","C36502","Loss of Chromosome 3p"
"C6194","Carcinoma of the Collecting Ducts of Bellini","Disease_May_Have_Molecular_Abnormality","C36638","ERBB2 Gene Amplification"
"C5543","Cecum Adenocarcinoma","Disease_Mapped_To_Gene","C17567","APC Gene"
"C5543","Cecum Adenocarcinoma","Disease_Mapped_To_Gene","C18363","BRAF Gene"
"C5543","Cecum Adenocarcinoma","Disease_Mapped_To_Gene","C25785","KRAS Gene"
"C5543","Cecum Adenocarcinoma","Disease_Mapped_To_Gene","C17359","TP53 Gene"
"C5543","Cecum Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C36683","APC Gene Inactivation"
"C5543","Cecum Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C40430","BRAF Gene Mutation"
"C5543","Cecum Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C36493","High-Frequency Microsatellite Instability"
"C5543","Cecum Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C36665","KRAS2 Gene Amplification"
"C5543","Cecum Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C43597","MYC Gene Mutation"
"C5543","Cecum Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C36329","TP53 Gene Inactivation"
"C39815","Cellular Congenital Mesoblastic Nephroma","Disease_Mapped_To_Gene","C99413","ETV6/NTRK3 Fusion Gene"
"C39815","Cellular Congenital Mesoblastic Nephroma","Disease_Mapped_To_Gene","C24647","NTRK3 Gene"
"C39815","Cellular Congenital Mesoblastic Nephroma","Disease_May_Have_Cytogenetic_Abnormality","C36387","t(12;15)(p13;q25)"
"C39815","Cellular Congenital Mesoblastic Nephroma","Disease_May_Have_Cytogenetic_Abnormality","C37191","Trisomy 11"
"C39815","Cellular Congenital Mesoblastic Nephroma","Disease_May_Have_Molecular_Abnormality","C37243","ETV6-NTRK3 Fusion Protein Expression"
"C39815","Cellular Congenital Mesoblastic Nephroma","Disease_Pathogenesis_Involves_Gene","C99413","ETV6/NTRK3 Fusion Gene"
"C39815","Cellular Congenital Mesoblastic Nephroma","Disease_Pathogenesis_Involves_Gene","C24647","NTRK3 Gene"
"C39815","Cellular Congenital Mesoblastic Nephroma","Disease_Pathogenesis_Involves_Gene","C52201","NTRK3 wt Allele"
"C7007","Central Nervous System Hemangioblastoma","Disease_Mapped_To_Gene","C18261","VHL Gene"
"C4826","Central Nervous System Neuroblastoma","Disease_May_Have_Cytogenetic_Abnormality","C36484","Gain of Chromosome 17q"
"C4826","Central Nervous System Neuroblastoma","Disease_May_Have_Cytogenetic_Abnormality","C36646","Loss of Chromosome 11q ATM Gene Locus"
"C4826","Central Nervous System Neuroblastoma","Disease_May_Have_Cytogenetic_Abnormality","C36501","Loss of Chromosome 1p"
"C4826","Central Nervous System Neuroblastoma","Disease_May_Have_Molecular_Abnormality","C39711","C-KIT Tyrosine Kinase Protein Overexpression"
"C4826","Central Nervous System Neuroblastoma","Disease_May_Have_Molecular_Abnormality","C36641","MYC Gene Amplification"
"C4826","Central Nervous System Neuroblastoma","Disease_May_Have_Molecular_Abnormality","C36673","NMYC Gene Amplification"
"C129526","Central Nervous System Solitary Fibrous Tumor/Hemangiopericytoma","Disease_Mapped_To_Gene","C122819","NAB2/STAT6 Fusion Gene"
"C129530","Central Nervous System Solitary Fibrous Tumor/Hemangiopericytoma, Grade 1","Disease_Mapped_To_Gene","C122819","NAB2/STAT6 Fusion Gene"
"C129528","Central Nervous System Solitary Fibrous Tumor/Hemangiopericytoma, Grade 2","Disease_Mapped_To_Gene","C122819","NAB2/STAT6 Fusion Gene"
"C129527","Central Nervous System Solitary Fibrous Tumor/Hemangiopericytoma, Grade 3","Disease_Mapped_To_Gene","C122819","NAB2/STAT6 Fusion Gene"
"C3791","Central Neurocytoma","Disease_May_Have_Cytogenetic_Abnormality","C36454","Gain of Chromosome 7"
"C4074","Centroblastic Lymphoma","Disease_Has_Molecular_Abnormality","C36451","Clonal Immunoglobulin Kappa Light Chain Gene Rearrangement"
"C4074","Centroblastic Lymphoma","Disease_Mapped_To_Gene","C24260","BCL6 Gene"
"C4074","Centroblastic Lymphoma","Disease_May_Have_Cytogenetic_Abnormality","C27213","t(14;18)(q32;q21)"
"C4074","Centroblastic Lymphoma","Disease_May_Have_Cytogenetic_Abnormality","C36354","t(3;14)(q27;q32)"
"C4074","Centroblastic Lymphoma","Disease_May_Have_Molecular_Abnormality","C36442","Clonal BCL2 Gene Rearrangement"
"C4074","Centroblastic Lymphoma","Disease_May_Have_Molecular_Abnormality","C36449","Clonal BCL6 Gene Rearrangement"
"C4074","Centroblastic Lymphoma","Disease_May_Have_Molecular_Abnormality","C36444","Clonal Immunoglobulin Heavy Chain Gene Rearrangement"
"C4074","Centroblastic Lymphoma","Disease_May_Have_Molecular_Abnormality","C36452","Clonal Immunoglobulin Lambda Light Chain Gene Rearrangement"
"C5146","Cerebellar Hemangioblastoma","Disease_Mapped_To_Gene","C18261","VHL Gene"
"C4029","Cervical Adenocarcinoma","Disease_Mapped_To_Gene","C18524","FHIT Gene"
"C4029","Cervical Adenocarcinoma","Disease_Mapped_To_Gene","C16887","MYC Gene"
"C4029","Cervical Adenocarcinoma","Disease_Mapped_To_Gene","C17359","TP53 Gene"
"C4029","Cervical Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C36638","ERBB2 Gene Amplification"
"C4029","Cervical Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C36704","FHIT Gene Inactivation"
"C4029","Cervical Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C36641","MYC Gene Amplification"
"C4029","Cervical Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C36329","TP53 Gene Inactivation"
"C4520","Cervical Adenocarcinoma In Situ","Disease_Mapped_To_Gene","C18524","FHIT Gene"
"C4520","Cervical Adenocarcinoma In Situ","Disease_Mapped_To_Gene","C16887","MYC Gene"
"C4520","Cervical Adenocarcinoma In Situ","Disease_Mapped_To_Gene","C17359","TP53 Gene"
"C4520","Cervical Adenocarcinoma In Situ","Disease_May_Have_Molecular_Abnormality","C36638","ERBB2 Gene Amplification"
"C4520","Cervical Adenocarcinoma In Situ","Disease_May_Have_Molecular_Abnormality","C36704","FHIT Gene Inactivation"
"C4520","Cervical Adenocarcinoma In Situ","Disease_May_Have_Molecular_Abnormality","C36641","MYC Gene Amplification"
"C4520","Cervical Adenocarcinoma In Situ","Disease_May_Have_Molecular_Abnormality","C36329","TP53 Gene Inactivation"
"C4519","Cervical Adenosquamous Carcinoma","Disease_Mapped_To_Gene","C18524","FHIT Gene"
"C4519","Cervical Adenosquamous Carcinoma","Disease_Mapped_To_Gene","C16887","MYC Gene"
"C4519","Cervical Adenosquamous Carcinoma","Disease_Mapped_To_Gene","C17359","TP53 Gene"
"C4519","Cervical Adenosquamous Carcinoma","Disease_May_Have_Molecular_Abnormality","C36638","ERBB2 Gene Amplification"
"C4519","Cervical Adenosquamous Carcinoma","Disease_May_Have_Molecular_Abnormality","C36704","FHIT Gene Inactivation"
"C4519","Cervical Adenosquamous Carcinoma","Disease_May_Have_Molecular_Abnormality","C36641","MYC Gene Amplification"
"C4519","Cervical Adenosquamous Carcinoma","Disease_May_Have_Molecular_Abnormality","C36329","TP53 Gene Inactivation"
"C9039","Cervical Carcinoma","Disease_Mapped_To_Gene","C18524","FHIT Gene"
"C9039","Cervical Carcinoma","Disease_Mapped_To_Gene","C16887","MYC Gene"
"C9039","Cervical Carcinoma","Disease_Mapped_To_Gene","C17359","TP53 Gene"
"C9039","Cervical Carcinoma","Disease_May_Have_Molecular_Abnormality","C36638","ERBB2 Gene Amplification"
"C9039","Cervical Carcinoma","Disease_May_Have_Molecular_Abnormality","C36704","FHIT Gene Inactivation"
"C9039","Cervical Carcinoma","Disease_May_Have_Molecular_Abnormality","C36641","MYC Gene Amplification"
"C9039","Cervical Carcinoma","Disease_May_Have_Molecular_Abnormality","C36329","TP53 Gene Inactivation"
"C9039","Cervical Carcinoma","Disease_Pathogenesis_Involves_Gene","C18524","FHIT Gene"
"C9039","Cervical Carcinoma","Disease_Pathogenesis_Involves_Gene","C49384","FHIT wt Allele"
"C9039","Cervical Carcinoma","Disease_Pathogenesis_Involves_Gene","C16887","MYC Gene"
"C9039","Cervical Carcinoma","Disease_Pathogenesis_Involves_Gene","C53086","MYC wt Allele"
"C9039","Cervical Carcinoma","Disease_Pathogenesis_Involves_Gene","C17359","TP53 Gene"
"C9039","Cervical Carcinoma","Disease_Pathogenesis_Involves_Gene","C52271","TP53 wt Allele"
"C9039","Cervical Carcinoma","Disease_Pathogenesis_Involves_Gene","C97240","TP53*1 Allele"
"C7982","Cervical Small Cell Carcinoma","Disease_Mapped_To_Gene","C18524","FHIT Gene"
"C7982","Cervical Small Cell Carcinoma","Disease_Mapped_To_Gene","C16887","MYC Gene"
"C7982","Cervical Small Cell Carcinoma","Disease_Mapped_To_Gene","C17359","TP53 Gene"
"C7982","Cervical Small Cell Carcinoma","Disease_May_Have_Molecular_Abnormality","C36638","ERBB2 Gene Amplification"
"C7982","Cervical Small Cell Carcinoma","Disease_May_Have_Molecular_Abnormality","C36704","FHIT Gene Inactivation"
"C7982","Cervical Small Cell Carcinoma","Disease_May_Have_Molecular_Abnormality","C36641","MYC Gene Amplification"
"C7982","Cervical Small Cell Carcinoma","Disease_May_Have_Molecular_Abnormality","C36329","TP53 Gene Inactivation"
"C7347","Cervical Squamous Cell Carcinoma In Situ","Disease_Mapped_To_Gene","C18524","FHIT Gene"
"C7347","Cervical Squamous Cell Carcinoma In Situ","Disease_Mapped_To_Gene","C16887","MYC Gene"
"C7347","Cervical Squamous Cell Carcinoma In Situ","Disease_Mapped_To_Gene","C17359","TP53 Gene"
"C7347","Cervical Squamous Cell Carcinoma In Situ","Disease_May_Have_Cytogenetic_Abnormality","C36487","Gain of Chromosome 3q"
"C7347","Cervical Squamous Cell Carcinoma In Situ","Disease_May_Have_Cytogenetic_Abnormality","C36502","Loss of Chromosome 3p"
"C7347","Cervical Squamous Cell Carcinoma In Situ","Disease_May_Have_Molecular_Abnormality","C36638","ERBB2 Gene Amplification"
"C7347","Cervical Squamous Cell Carcinoma In Situ","Disease_May_Have_Molecular_Abnormality","C36704","FHIT Gene Inactivation"
"C7347","Cervical Squamous Cell Carcinoma In Situ","Disease_May_Have_Molecular_Abnormality","C36641","MYC Gene Amplification"
"C7347","Cervical Squamous Cell Carcinoma In Situ","Disease_May_Have_Molecular_Abnormality","C36329","TP53 Gene Inactivation"
"C4028","Cervical Squamous Cell Carcinoma, Not Otherwise Specified","Disease_Mapped_To_Gene","C18524","FHIT Gene"
"C4028","Cervical Squamous Cell Carcinoma, Not Otherwise Specified","Disease_Mapped_To_Gene","C16887","MYC Gene"
"C4028","Cervical Squamous Cell Carcinoma, Not Otherwise Specified","Disease_Mapped_To_Gene","C17359","TP53 Gene"
"C4028","Cervical Squamous Cell Carcinoma, Not Otherwise Specified","Disease_May_Have_Cytogenetic_Abnormality","C36487","Gain of Chromosome 3q"
"C4028","Cervical Squamous Cell Carcinoma, Not Otherwise Specified","Disease_May_Have_Cytogenetic_Abnormality","C36502","Loss of Chromosome 3p"
"C4028","Cervical Squamous Cell Carcinoma, Not Otherwise Specified","Disease_May_Have_Molecular_Abnormality","C36638","ERBB2 Gene Amplification"
"C4028","Cervical Squamous Cell Carcinoma, Not Otherwise Specified","Disease_May_Have_Molecular_Abnormality","C36704","FHIT Gene Inactivation"
"C4028","Cervical Squamous Cell Carcinoma, Not Otherwise Specified","Disease_May_Have_Molecular_Abnormality","C36641","MYC Gene Amplification"
"C4028","Cervical Squamous Cell Carcinoma, Not Otherwise Specified","Disease_May_Have_Molecular_Abnormality","C36329","TP53 Gene Inactivation"
"C44960","Chlamydia Psittaci-Associated Ocular Adnexal Mucosa-Associated Lymphoid Tissue Lymphoma","Disease_Has_Molecular_Abnormality","C36444","Clonal Immunoglobulin Heavy Chain Gene Rearrangement"
"C44960","Chlamydia Psittaci-Associated Ocular Adnexal Mucosa-Associated Lymphoid Tissue Lymphoma","Disease_Has_Molecular_Abnormality","C36451","Clonal Immunoglobulin Kappa Light Chain Gene Rearrangement"
"C44960","Chlamydia Psittaci-Associated Ocular Adnexal Mucosa-Associated Lymphoid Tissue Lymphoma","Disease_Has_Molecular_Abnormality","C36452","Clonal Immunoglobulin Lambda Light Chain Gene Rearrangement"
"C44960","Chlamydia Psittaci-Associated Ocular Adnexal Mucosa-Associated Lymphoid Tissue Lymphoma","Disease_May_Have_Cytogenetic_Abnormality","C27213","t(14;18)(q32;q21)"
"C44960","Chlamydia Psittaci-Associated Ocular Adnexal Mucosa-Associated Lymphoid Tissue Lymphoma","Disease_May_Have_Cytogenetic_Abnormality","C44521","t(3;14)(p14.1;q32)"
"C44960","Chlamydia Psittaci-Associated Ocular Adnexal Mucosa-Associated Lymphoid Tissue Lymphoma","Disease_May_Have_Cytogenetic_Abnormality","C36626","Trisomy 18"
"C44960","Chlamydia Psittaci-Associated Ocular Adnexal Mucosa-Associated Lymphoid Tissue Lymphoma","Disease_May_Have_Cytogenetic_Abnormality","C36425","Trisomy 3"
"C4021","Chondroblastic Osteosarcoma","Disease_May_Have_Cytogenetic_Abnormality","C36421","del(13q14)"
"C4021","Chondroblastic Osteosarcoma","Disease_May_Have_Cytogenetic_Abnormality","C6833","Double Minutes"
"C4021","Chondroblastic Osteosarcoma","Disease_May_Have_Cytogenetic_Abnormality","C36558","Gain of Chromosome 1"
"C4021","Chondroblastic Osteosarcoma","Disease_May_Have_Cytogenetic_Abnormality","C6832","Homogeneously Staining Region"
"C4021","Chondroblastic Osteosarcoma","Disease_May_Have_Cytogenetic_Abnormality","C36585","Loss of Chromosome 10"
"C4021","Chondroblastic Osteosarcoma","Disease_May_Have_Cytogenetic_Abnormality","C36536","Loss of Chromosome 13"
"C4021","Chondroblastic Osteosarcoma","Disease_May_Have_Cytogenetic_Abnormality","C36583","Loss of Chromosome 6q"
