NCIt Code,NCIt Preferred Term,NCIm CUI,NCIm Preferred Name,NCIm Source,Term Type,Source Code,Source Term
C7225,ALK-Positive Large B-Cell Lymphoma,C1333294,ALK-Positive Large B-Cell Lymphoma,SNOMEDCT_US,PT,715950008,ALK-positive large B-cell lymphoma
C7225,ALK-Positive Large B-Cell Lymphoma,C1333294,ALK-Positive Large B-Cell Lymphoma,SNOMEDCT_US,SY,450910000,Anaplastic lymphoma kinase positive large B-cell lymphoma
C7225,ALK-Positive Large B-Cell Lymphoma,C1333294,ALK-Positive Large B-Cell Lymphoma,SNOMEDCT_US,SY,715950008,Anaplastic lymphoma kinase positive large B-cell lymphoma
C7225,ALK-Positive Large B-Cell Lymphoma,C1333294,ALK-Positive Large B-Cell Lymphoma,SNOMEDCT_US,FN,715950008,Anaplastic lymphoma kinase positive large B-cell lymphoma (disorder)
C7225,ALK-Positive Large B-Cell Lymphoma,C1333294,ALK-Positive Large B-Cell Lymphoma,SNOMEDCT_US,FN,450910000,Anaplastic lymphoma kinase positive large B-cell lymphoma (morphologic abnormality)
C27754,Alkylating Agent-Related Acute Myeloid Leukemia,C1332233,Alkylating Agent-Related Acute Myeloid Leukemia,ICDO,RT,9920/3,"Therapy-related acute myeloid leukemia, alkylating agent related"
C7643,Alkylating Agent-Related Myelodysplastic Syndrome,C1332235,Alkylating Agent-Related Myelodysplastic Syndrome,ICDO,SY,9987/3,"Therapy-related myelodysplastic syndrome, alkylating agent related"
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,DXP,SY,NOCODE,ALPHA CHAIN DISEASE
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,DXP,SY,NOCODE,ALPHA HCD
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,DXP,SY,NOCODE,ALPHA HEAVY CHAIN DISEASE
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,DXP,SY,NOCODE,ALPHA-HEAVY CHAIN DISEASE
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,DXP,SY,NOCODE,IGA HEAVY CHAIN DISEASE
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,DXP,SY,NOCODE,IMMUNOPROLIFERATIVE SMALL INTESTINE DISEASE
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,DXP,SY,NOCODE,IPSID
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,ICD10,PT,C88.3,Immunoproliferative small intestinal disease
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,ICD10CM,ET,C88.3,Alpha heavy chain disease
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,ICD10CM,PT,C88.3,Immunoproliferative small intestinal disease
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,ICD10CM,AB,C88.3,Immunoproliferative small intestinal disease
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,ICD10CM,ET,C88.3,Mediterranean lymphoma
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,ICDO,RT,9762/3,Alpha heavy chain disease
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,ICDO,PT,9764/3,Immunoproliferative small intestinal disease
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,ICDO,SY,9764/3,Mediterranean lymphoma
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,MSH,DEV,D007161,ALPHA CHAIN DIS
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,MSH,PM,D007161,alpha Chain Disease
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,MSH,ET,D007161,alpha-Chain Disease
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,MSH,PM,D007161,alpha-Chain Diseases
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,MSH,PM,D007161,"Disease, alpha-Chain"
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,MSH,PM,D007161,"Diseases, alpha-Chain"
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,MSH,DEV,D007161,HEAVY CHAIN DIS IGA TYPE
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,MSH,ET,D007161,"Heavy Chain Disease, IgA Type"
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,MSH,DEV,D007161,IMMUNOPROLIFERATIVE SMALL INTESTINAL DIS
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,MSH,MH,D007161,Immunoproliferative Small Intestinal Disease
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,MSH,ET,D007161,IPSID
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,MSH,ET,D007161,"Lymphoma, Mediterranean"
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,MSH,PM,D007161,Mediterranean Lymphoma
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,NDFRT,SY,N0000001670,alpha-Chain Disease
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,NDFRT,SY,N0000001670,"Heavy Chain Disease, IgA Type"
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,NDFRT,PT,N0000001670,Immunoproliferative Small Intestinal Disease
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,NDFRT,FN,N0000001670,Immunoproliferative Small Intestinal Disease [Disease/Finding]
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,NDFRT,SY,N0000001670,IPSID
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,NDFRT,SY,N0000001670,"Lymphoma, Mediterranean"
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,SNOMEDCT_US,SY,6381009,Alpha heavy chain disease
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,SNOMEDCT_US,SY,109982002,Alpha heavy chain disease
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,SNOMEDCT_US,PT,109982002,Alpha heavy chain disease (clinical)
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,SNOMEDCT_US,FN,109982002,Alpha heavy chain disease (disorder)
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,SNOMEDCT_US,SY,27461004,"Alpha heavy chain disease, enteric form"
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,SNOMEDCT_US,PT,123313007,"Alpha heavy chain disease, enteric form"
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,SNOMEDCT_US,FN,123313007,"Alpha heavy chain disease, enteric form (disorder)"
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,SNOMEDCT_US,SY,6381009,IgA heavy chain disease
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,SNOMEDCT_US,PT,27461004,Immunoproliferative small intestinal disease
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,SNOMEDCT_US,SY,109985000,Immunoproliferative small intestinal disease
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,SNOMEDCT_US,PT,109985000,Immunoproliferative small intestinal disease (clinical)
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,SNOMEDCT_US,FN,109985000,Immunoproliferative small intestinal disease (disorder)
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,SNOMEDCT_US,FN,27461004,Immunoproliferative small intestinal disease (morphologic abnormality)
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,SNOMEDCT_US,SY,27461004,Mediterranean lymphoma
C3132,Alpha Heavy Chain Disease,C0021071,Alpha Heavy Chain Disease,SNOMEDCT_US,SY,109985000,Mediterranean lymphoma (clinical)
C4140,Alveolar Adenoma,C0334303,Alveolar Adenoma,CDISC,SY,C4140,Adenoma of Alveoli
C4140,Alveolar Adenoma,C0334303,Alveolar Adenoma,CDISC,SY,C4140,Adenoma of the Alveoli
C4140,Alveolar Adenoma,C0334303,Alveolar Adenoma,CDISC,PT,C4140,"ADENOMA, BRONCHIOLOALVEOLAR, BENIGN"
C4140,Alveolar Adenoma,C0334303,Alveolar Adenoma,ICDO,PT,8251/0,Alveolar adenoma
C4140,Alveolar Adenoma,C0334303,Alveolar Adenoma,SNOMEDCT_US,PT,8097004,Alveolar adenoma
C4140,Alveolar Adenoma,C0334303,Alveolar Adenoma,SNOMEDCT_US,FN,8097004,Alveolar adenoma (morphologic abnormality)
C3749,Alveolar Rhabdomyosarcoma,C0206655,Alveolar Rhabdomyosarcoma,CTEP,PT,90600264,Alveolar rhabdomyosarcoma
C3749,Alveolar Rhabdomyosarcoma,C0206655,Alveolar Rhabdomyosarcoma,CTEP-SDC,PT,10065867,Alveolar rhabdomyosarcoma
C3749,Alveolar Rhabdomyosarcoma,C0206655,Alveolar Rhabdomyosarcoma,GARD,ET,4701,Alveolar rhabdomyosarcoma
C3749,Alveolar Rhabdomyosarcoma,C0206655,Alveolar Rhabdomyosarcoma,GARD,ET,4701,ARMS
C3749,Alveolar Rhabdomyosarcoma,C0206655,Alveolar Rhabdomyosarcoma,GARD,PT,4701,Rhabdomyosarcoma alveolar
C3749,Alveolar Rhabdomyosarcoma,C0206655,Alveolar Rhabdomyosarcoma,HPO,PT,HP:0006779,Alveolar rhabdomyosarcoma
C3749,Alveolar Rhabdomyosarcoma,C0206655,Alveolar Rhabdomyosarcoma,ICDO,PT,8920/3,Alveolar rhabdomyosarcoma
C3749,Alveolar Rhabdomyosarcoma,C0206655,Alveolar Rhabdomyosarcoma,MDBCAC,PT,8322,Alveolar rhabdomyosarcoma
C3749,Alveolar Rhabdomyosarcoma,C0206655,Alveolar Rhabdomyosarcoma,MDR,PT,10065867,Alveolar rhabdomyosarcoma
C3749,Alveolar Rhabdomyosarcoma,C0206655,Alveolar Rhabdomyosarcoma,MDR,LLT,10065867,Alveolar rhabdomyosarcoma
C3749,Alveolar Rhabdomyosarcoma,C0206655,Alveolar Rhabdomyosarcoma,MSH,PM,D018232,Alveolar Rhabdomyosarcoma
C3749,Alveolar Rhabdomyosarcoma,C0206655,Alveolar Rhabdomyosarcoma,MSH,PM,D018232,Alveolar Rhabdomyosarcomas
C3749,Alveolar Rhabdomyosarcoma,C0206655,Alveolar Rhabdomyosarcoma,MSH,ET,D018232,Rhabdomyosarcoma 2
C3749,Alveolar Rhabdomyosarcoma,C0206655,Alveolar Rhabdomyosarcoma,MSH,MH,D018232,"Rhabdomyosarcoma, Alveolar"
C3749,Alveolar Rhabdomyosarcoma,C0206655,Alveolar Rhabdomyosarcoma,MSH,PM,D018232,"Rhabdomyosarcomas, Alveolar"
C3749,Alveolar Rhabdomyosarcoma,C0206655,Alveolar Rhabdomyosarcoma,MTH,PN,NOCODE,Alveolar rhabdomyosarcoma
C3749,Alveolar Rhabdomyosarcoma,C0206655,Alveolar Rhabdomyosarcoma,NCI-GLOSS,PT,CDR0000641927,alveolar rhabdomyosarcoma
C3749,Alveolar Rhabdomyosarcoma,C0206655,Alveolar Rhabdomyosarcoma,NCI-GLOSS,PT,CDR0000641928,ARMS
C3749,Alveolar Rhabdomyosarcoma,C0206655,Alveolar Rhabdomyosarcoma,NDFRT,SY,N0000003706,Rhabdomyosarcoma 2
C3749,Alveolar Rhabdomyosarcoma,C0206655,Alveolar Rhabdomyosarcoma,NDFRT,PT,N0000003706,"Rhabdomyosarcoma, Alveolar"
C3749,Alveolar Rhabdomyosarcoma,C0206655,Alveolar Rhabdomyosarcoma,NDFRT,FN,N0000003706,"Rhabdomyosarcoma, Alveolar [Disease/Finding]"
C3749,Alveolar Rhabdomyosarcoma,C0206655,Alveolar Rhabdomyosarcoma,OMIM,PT,268220,RHABDOMYOSARCOMA 2
C3749,Alveolar Rhabdomyosarcoma,C0206655,Alveolar Rhabdomyosarcoma,OMIM,ETAL,268220,"RHABDOMYOSARCOMA, ALVEOLAR"
C3749,Alveolar Rhabdomyosarcoma,C0206655,Alveolar Rhabdomyosarcoma,OMIM,ACR,268220,RMS2
C3749,Alveolar Rhabdomyosarcoma,C0206655,Alveolar Rhabdomyosarcoma,OMIM,ACR,268220,RMSA
C3749,Alveolar Rhabdomyosarcoma,C0206655,Alveolar Rhabdomyosarcoma,SNOMEDCT_US,PT,404053004,Alveolar rhabdomyosarcoma
C3749,Alveolar Rhabdomyosarcoma,C0206655,Alveolar Rhabdomyosarcoma,SNOMEDCT_US,PT,63449009,Alveolar rhabdomyosarcoma
C3749,Alveolar Rhabdomyosarcoma,C0206655,Alveolar Rhabdomyosarcoma,SNOMEDCT_US,FN,404053004,Alveolar rhabdomyosarcoma (disorder)
C3749,Alveolar Rhabdomyosarcoma,C0206655,Alveolar Rhabdomyosarcoma,SNOMEDCT_US,FN,63449009,Alveolar rhabdomyosarcoma (morphologic abnormality)
C3802,Amelanotic Melanoma,C0206735,Amelanotic Melanoma,CDISC,PT,C3802,"MELANOMA, AMELANOTIC, MALIGNANT"
C3802,Amelanotic Melanoma,C0206735,Amelanotic Melanoma,ICDO,PT,8730/3,Amelanotic melanoma
C3802,Amelanotic Melanoma,C0206735,Amelanotic Melanoma,MDR,LLT,10072454,Amelanotic melanoma
C3802,Amelanotic Melanoma,C0206735,Amelanotic Melanoma,MSH,PM,D018328,Amelanotic Melanoma
C3802,Amelanotic Melanoma,C0206735,Amelanotic Melanoma,MSH,PM,D018328,Amelanotic Melanomas
C3802,Amelanotic Melanoma,C0206735,Amelanotic Melanoma,MSH,MH,D018328,"Melanoma, Amelanotic"
C3802,Amelanotic Melanoma,C0206735,Amelanotic Melanoma,MSH,PM,D018328,"Melanomas, Amelanotic"
C3802,Amelanotic Melanoma,C0206735,Amelanotic Melanoma,MTH,PN,NOCODE,"Melanoma, Amelanotic"
C3802,Amelanotic Melanoma,C0206735,Amelanotic Melanoma,NCI-GLOSS,PT,CDR0000044526,amelanotic melanoma
C3802,Amelanotic Melanoma,C0206735,Amelanotic Melanoma,NDFRT,PT,N0000003789,"Melanoma, Amelanotic"
C3802,Amelanotic Melanoma,C0206735,Amelanotic Melanoma,NDFRT,FN,N0000003789,"Melanoma, Amelanotic [Disease/Finding]"
C3802,Amelanotic Melanoma,C0206735,Amelanotic Melanoma,SNOMEDCT_US,PT,70594002,Amelanotic melanoma
C3802,Amelanotic Melanoma,C0206735,Amelanotic Melanoma,SNOMEDCT_US,FN,70594002,Amelanotic melanoma (morphologic abnormality)
C6650,Ampulla of Vater Adenocarcinoma,C1332243,Ampulla of Vater Adenocarcinoma,MDR,LLT,10078133,Adenocarcinoma of ampulla of Vater
C6650,Ampulla of Vater Adenocarcinoma,C1332243,Ampulla of Vater Adenocarcinoma,OMIM,PTCS,MTHU015032,Adenocarcinoma of ampulla of Vater
C3908,Ampulla of Vater Carcinoma,C0262401,Ampulla of Vater Carcinoma,COSTAR,PT,U000149,CARCINOMA OF AMPULLA OF VATER
C3908,Ampulla of Vater Carcinoma,C0262401,Ampulla of Vater Carcinoma,DXP,SY,NOCODE,"AMPULLA VATER CANCER, CARCINOMA"
C3908,Ampulla of Vater Carcinoma,C0262401,Ampulla of Vater Carcinoma,DXP,DI,U000081,AMPULLA VATER CARCINOMA
C3908,Ampulla of Vater Carcinoma,C0262401,Ampulla of Vater Carcinoma,MDR,LLT,10048853,Carcinoma ampulla of Vater
C3908,Ampulla of Vater Carcinoma,C0262401,Ampulla of Vater Carcinoma,NCI-GLOSS,PT,CDR0000562548,ampulla of Vater cancer
C3908,Ampulla of Vater Carcinoma,C0262401,Ampulla of Vater Carcinoma,NCI-GLOSS,PT,CDR0000543929,ampullary cancer
C3908,Ampulla of Vater Carcinoma,C0262401,Ampulla of Vater Carcinoma,SNOMEDCT_US,SY,254609000,Ampullary carcinoma
C3908,Ampulla of Vater Carcinoma,C0262401,Ampulla of Vater Carcinoma,SNOMEDCT_US,PT,254609000,Carcinoma of ampulla of Vater
C3908,Ampulla of Vater Carcinoma,C0262401,Ampulla of Vater Carcinoma,SNOMEDCT_US,FN,254609000,Carcinoma of ampulla of Vater (disorder)
C6657,Ampulla of Vater Intestinal-Type Adenoma,C1332244,Ampulla of Vater Intestinal-Type Adenoma,,,,
C5600,Anal Adenocarcinoma,C1332257,Anal Adenocarcinoma,SNOMEDCT_US,PT,423607006,Adenocarcinoma of anus
C5600,Anal Adenocarcinoma,C1332257,Anal Adenocarcinoma,SNOMEDCT_US,FN,423607006,Adenocarcinoma of anus (disorder)
C7471,Anal Canal Adenocarcinoma,C1332259,Anal Canal Adenocarcinoma,HPO,PT,HP:0030439,Anal canal adenocarcinoma
C7489,Anal Canal Carcinoma,C0563211,Anal Canal Carcinoma,MDR,LLT,10002124,Anal canal cancer
C7489,Anal Canal Carcinoma,C0563211,Anal Canal Carcinoma,MDR,LLT,10002126,Anal canal cancer NOS
C7489,Anal Canal Carcinoma,C0563211,Anal Canal Carcinoma,MSH,NM,C563020,Anal Canal Carcinoma
C7489,Anal Canal Carcinoma,C0563211,Anal Canal Carcinoma,MTH,PN,NOCODE,Carcinoma of anal canal
C7489,Anal Canal Carcinoma,C0563211,Anal Canal Carcinoma,OMIM,PT,105580,ANAL CANAL CARCINOMA
C7489,Anal Canal Carcinoma,C0563211,Anal Canal Carcinoma,SNOMEDCT_US,PT,285310000,Carcinoma of anal canal
C7489,Anal Canal Carcinoma,C0563211,Anal Canal Carcinoma,SNOMEDCT_US,FN,285310000,Carcinoma of anal canal (disorder)
C7469,Anal Canal Squamous Cell Carcinoma,C1332262,Anal Canal Squamous Cell Carcinoma,HPO,PT,HP:0030438,Anal canal squamous cell carcinoma
C9291,Anal Carcinoma,C0279637,Anal Carcinoma,CSP,ET,2010-1432,anal cancer
C9291,Anal Carcinoma,C0279637,Anal Carcinoma,CSP,ET,2010-1432,anus cancer
C9291,Anal Carcinoma,C0279637,Anal Carcinoma,CTEP,HT,MTHU000041,Anal Cancer
C9291,Anal Carcinoma,C0279637,Anal Carcinoma,CTEP,PT,10002126,"Anal cancer, NOS"
C9291,Anal Carcinoma,C0279637,Anal Carcinoma,CTEP-SDC,SY,10002126,Anal cancer
C9291,Anal Carcinoma,C0279637,Anal Carcinoma,CTEP-SDC,PT,10002126,"Anal cancer, NOS"
C9291,Anal Carcinoma,C0279637,Anal Carcinoma,GARD,PT,9300,Anal cancer
C9291,Anal Carcinoma,C0279637,Anal Carcinoma,GARD,ET,9300,Cancer of the anus
C9291,Anal Carcinoma,C0279637,Anal Carcinoma,MDR,LLT,10061424,Anal cancer
C9291,Anal Carcinoma,C0279637,Anal Carcinoma,MDR,PT,10061424,Anal cancer
C9291,Anal Carcinoma,C0279637,Anal Carcinoma,MDR,LLT,10002141,Anal carcinoma
C9291,Anal Carcinoma,C0279637,Anal Carcinoma,MDR,LLT,10002143,Anal carcinoma NOS
C9291,Anal Carcinoma,C0279637,Anal Carcinoma,MEDLINEPLUS,PT,3791,Anal Cancer
C9291,Anal Carcinoma,C0279637,Anal Carcinoma,MSH,PEP,D001005,Anal Cancer
C9291,Anal Carcinoma,C0279637,Anal Carcinoma,MSH,PM,D001005,Anal Cancers
C9291,Anal Carcinoma,C0279637,Anal Carcinoma,MSH,PM,D001005,Anus Cancer
C9291,Anal Carcinoma,C0279637,Anal Carcinoma,MSH,PM,D001005,Anus Cancers
C9291,Anal Carcinoma,C0279637,Anal Carcinoma,MSH,ET,D001005,Cancer of Anus
C9291,Anal Carcinoma,C0279637,Anal Carcinoma,MSH,ET,D001005,Cancer of the Anus
C9291,Anal Carcinoma,C0279637,Anal Carcinoma,MSH,PM,D001005,"Cancer, Anal"
C9291,Anal Carcinoma,C0279637,Anal Carcinoma,MSH,PM,D001005,"Cancers, Anal"
C9291,Anal Carcinoma,C0279637,Anal Carcinoma,MTH,PN,NOCODE,Anal carcinoma
C9291,Anal Carcinoma,C0279637,Anal Carcinoma,NCI-GLOSS,PT,CDR0000444966,anal cancer
C9291,Anal Carcinoma,C0279637,Anal Carcinoma,PDQ,PSC,CDR0000039550,anal cancer
C9291,Anal Carcinoma,C0279637,Anal Carcinoma,PDQ,DN,CDR0000039550,Anal cancer
C9291,Anal Carcinoma,C0279637,Anal Carcinoma,PDQ,SY,CDR0000039550,anus cancer
C9291,Anal Carcinoma,C0279637,Anal Carcinoma,SNOMEDCT_US,SY,255084004,Anal carcinoma
C9291,Anal Carcinoma,C0279637,Anal Carcinoma,SNOMEDCT_US,PT,448315008,Carcinoma of anus
C9291,Anal Carcinoma,C0279637,Anal Carcinoma,SNOMEDCT_US,SY,448315008,Malignant epithelial neoplasm of anus
C9291,Anal Carcinoma,C0279637,Anal Carcinoma,SNOMEDCT_US,FN,448315008,Malignant epithelial neoplasm of anus (disorder)
C7474,Anal Extramucosal (Perianal) Adenocarcinoma,C1332263,Anal Extramucosal (Perianal) Adenocarcinoma,,,,
C7472,Anal Margin Carcinoma,C0349534,Anal Margin Carcinoma,MDR,LLT,10002162,Anal margin carcinoma NOS
C7472,Anal Margin Carcinoma,C0349534,Anal Margin Carcinoma,MTH,PN,NOCODE,Carcinoma of anal margin
C7472,Anal Margin Carcinoma,C0349534,Anal Margin Carcinoma,SNOMEDCT_US,SY,255084004,Carcinoma of anal margin
C6925,Anal Margin Squamous Cell Carcinoma,C1412037,Anal Margin Squamous Cell Carcinoma,HPO,PT,HP:0030442,Anal margin squamous cell carcinoma
C6925,Anal Margin Squamous Cell Carcinoma,C1412037,Anal Margin Squamous Cell Carcinoma,ICD10CM,ET,C44.520,Squamous cell carcinoma of anal margin
C6925,Anal Margin Squamous Cell Carcinoma,C1412037,Anal Margin Squamous Cell Carcinoma,MTH,PN,NOCODE,Squamous Cell Carcinoma of Anal Margin
C6925,Anal Margin Squamous Cell Carcinoma,C1412037,Anal Margin Squamous Cell Carcinoma,SNOMEDCT_US,SY,255084004,SCC - Squamous cell carcinoma of anal margin
C6925,Anal Margin Squamous Cell Carcinoma,C1412037,Anal Margin Squamous Cell Carcinoma,SNOMEDCT_US,PT,255084004,Squamous cell carcinoma of anal margin
C6925,Anal Margin Squamous Cell Carcinoma,C1412037,Anal Margin Squamous Cell Carcinoma,SNOMEDCT_US,FN,255084004,Squamous cell carcinoma of anal margin (disorder)
C9161,Anal Squamous Cell Carcinoma,C1412036,Anal Squamous Cell Carcinoma,CTEP,PT,90600148,Squamous cell carcinoma of the anus
C9161,Anal Squamous Cell Carcinoma,C1412036,Anal Squamous Cell Carcinoma,CTEP-SDC,SY,10041840,Squamous cell carcinoma - anus
C9161,Anal Squamous Cell Carcinoma,C1412036,Anal Squamous Cell Carcinoma,CTEP-SDC,PT,10041840,Squamous cell carcinoma of the anus
C9161,Anal Squamous Cell Carcinoma,C1412036,Anal Squamous Cell Carcinoma,MDR,PT,10073358,Anal squamous cell carcinoma
C9161,Anal Squamous Cell Carcinoma,C1412036,Anal Squamous Cell Carcinoma,MDR,LLT,10073358,Anal squamous cell carcinoma
C9161,Anal Squamous Cell Carcinoma,C1412036,Anal Squamous Cell Carcinoma,MDR,OL,10041815,Sq cell Ca anus
C9161,Anal Squamous Cell Carcinoma,C1412036,Anal Squamous Cell Carcinoma,MTH,PN,NOCODE,Anal squamous cell carcinoma
C9161,Anal Squamous Cell Carcinoma,C1412036,Anal Squamous Cell Carcinoma,PDQ,SY,CDR0000039924,"anal cancer, epidermoid carcinoma"
C9161,Anal Squamous Cell Carcinoma,C1412036,Anal Squamous Cell Carcinoma,PDQ,SY,CDR0000039924,"anal cancer, squamous cell carcinoma"
C9161,Anal Squamous Cell Carcinoma,C1412036,Anal Squamous Cell Carcinoma,PDQ,SY,CDR0000039924,Anal Squamous Cell Carcinoma
C9161,Anal Squamous Cell Carcinoma,C1412036,Anal Squamous Cell Carcinoma,PDQ,SY,CDR0000039924,"anus cancer, epidermoid carcinoma"
C9161,Anal Squamous Cell Carcinoma,C1412036,Anal Squamous Cell Carcinoma,PDQ,SY,CDR0000039924,"anus cancer, squamous cell carcinoma"
C9161,Anal Squamous Cell Carcinoma,C1412036,Anal Squamous Cell Carcinoma,PDQ,SY,CDR0000039924,Epidermoid Anal Carcinoma
C9161,Anal Squamous Cell Carcinoma,C1412036,Anal Squamous Cell Carcinoma,PDQ,SY,CDR0000039924,Epidermoid Carcinoma of Anus
C9161,Anal Squamous Cell Carcinoma,C1412036,Anal Squamous Cell Carcinoma,PDQ,SY,CDR0000039924,epidermoid carcinoma of the anus
C9161,Anal Squamous Cell Carcinoma,C1412036,Anal Squamous Cell Carcinoma,PDQ,SY,CDR0000039924,Squamous Cell Anal Carcinoma
C9161,Anal Squamous Cell Carcinoma,C1412036,Anal Squamous Cell Carcinoma,PDQ,SY,CDR0000039924,Squamous Cell Carcinoma of Anus
C9161,Anal Squamous Cell Carcinoma,C1412036,Anal Squamous Cell Carcinoma,PDQ,PT,CDR0000039924,squamous cell carcinoma of the anus
C9161,Anal Squamous Cell Carcinoma,C1412036,Anal Squamous Cell Carcinoma,SNOMEDCT_US,SY,255084004,Anal squamous cell carcinoma
C4051,Anaplastic (Malignant) Meningioma,C0259785,Anaplastic (Malignant) Meningioma,CDISC,SY,C4051,Anaplastic Meningioma
C4051,Anaplastic (Malignant) Meningioma,C0259785,Anaplastic (Malignant) Meningioma,CDISC,SY,C4051,Malignant Meningioma
C4051,Anaplastic (Malignant) Meningioma,C0259785,Anaplastic (Malignant) Meningioma,CDISC,PT,C4051,"MENINGIOMA, ANAPLASTIC, MALIGNANT"
C4051,Anaplastic (Malignant) Meningioma,C0259785,Anaplastic (Malignant) Meningioma,CDISC,SY,C4051,"Meningioma, Malignant"
C4051,Anaplastic (Malignant) Meningioma,C0259785,Anaplastic (Malignant) Meningioma,COSTAR,PT,U000397,MALIGNANT MENINGIOMA
C4051,Anaplastic (Malignant) Meningioma,C0259785,Anaplastic (Malignant) Meningioma,ICDO,SY,9530/3,"Meningioma, anaplastic"
C4051,Anaplastic (Malignant) Meningioma,C0259785,Anaplastic (Malignant) Meningioma,ICDO,PT,9530/3,"Meningioma, malignant"
C4051,Anaplastic (Malignant) Meningioma,C0259785,Anaplastic (Malignant) Meningioma,MDR,PT,10073127,Anaplastic meningioma
C4051,Anaplastic (Malignant) Meningioma,C0259785,Anaplastic (Malignant) Meningioma,MDR,LLT,10073127,Anaplastic meningioma
C4051,Anaplastic (Malignant) Meningioma,C0259785,Anaplastic (Malignant) Meningioma,MDR,LLT,10025672,Malignant meningioma
C4051,Anaplastic (Malignant) Meningioma,C0259785,Anaplastic (Malignant) Meningioma,MDR,LLT,10027193,Meningioma malignant
C4051,Anaplastic (Malignant) Meningioma,C0259785,Anaplastic (Malignant) Meningioma,MDR,PT,10027193,Meningioma malignant
C4051,Anaplastic (Malignant) Meningioma,C0259785,Anaplastic (Malignant) Meningioma,MDR,LLT,10027194,Meningioma malignant NOS
C4051,Anaplastic (Malignant) Meningioma,C0259785,Anaplastic (Malignant) Meningioma,MDR,HT,10027196,Meningiomas malignant
C4051,Anaplastic (Malignant) Meningioma,C0259785,Anaplastic (Malignant) Meningioma,MSH,PEP,D008579,Malignant Meningioma
C4051,Anaplastic (Malignant) Meningioma,C0259785,Anaplastic (Malignant) Meningioma,MSH,PM,D008579,Malignant Meningiomas
